,dishes_name
3133,白胡椒胡萝卜羊肉汤
3134,孜然羊排
3135,青岛啤酒罐装
3136,不加一滴油的酸奶蛋糕
3137,木须豌豆
3138,哈尔滨啤酒罐装
3139,一品香酥藕
3140,葡萄奶酥(超酥香的饼干)
3141,酸辣汤面
3142,"番茄炖牛腩
"
3143,"独家薄荷鲜虾牛肉卷
"
3144,芹菜炒腰花
3145,凉拌蒜蓉西兰花
3146,番茄有机花菜
3147,谷稻小庄 
3148,白饭/小碗
3149,番茄蛋汤
3150,凉拌菠菜
3151,白饭/大碗
3152,蛋挞
3153,清蒸海鱼
3154,重庆特色油烧兔
3155,辣炒花蛤
3156,打卤面
3157,酸辣藕丁
3158,香菇鸡肉粥
3159,香酥两吃大虾
3160,"五香酱驴肉
"
3161,干锅田鸡
3162,冰镇花螺
3163,爆炒鸡翅
3164,清蒸海鱼
3165,糖醋蕃茄溜青花
3166,木须豌豆
3167,冬瓜炒苦瓜
3168,凉拌蒜蓉西兰花
3169,黄花菜炒木耳
3170,青炒扁豆
3171,特醇嘉士伯啤酒罐装
3172,50度古井贡酒
3173,白饭/大碗
3174,白饭/大碗
3175,谷稻小庄 
3176,"蒙古烤羊腿


"
3177,香酥两吃大虾
3178,培根花菜
3179,杭椒鸡珍
3180,路易拉菲红酒干红
3181,白胡椒胡萝卜羊肉汤
3182,凉拌菠菜
3183,芝麻烤紫菜
3184,"照烧鸡腿


"
3185,酸辣藕丁
3186,孜然羊排
3187,蛋挞
3188,大蒜苋菜
3189,红酒炖羊肉
3190,培根紫菜卷
3191,肉丁茄子
3192,干锅田鸡
3193,白饭/小碗
3194, 北冰洋汽水 
3195,香辣腐乳炒虾
3196,油焖麻辣虾
3197,辣炒田螺
3198,水煮鱼
3199,培根紫菜卷
3200,杭椒鸡珍
3201,"红酒土豆烧鸭腿


"
3202,干锅田鸡
3203,糖醋蕃茄溜青花
3204,美妙绝伦之白莲花
3205,五彩豆
3206,青炒扁豆
3207,爆炒猪肝
3208,牛尾汤
3209,焖猪手
3210,桂圆枸杞鸽子汤
3211,凉拌萝卜丝
3212,白斩鸡
3213,辣炒鱿鱼
3214,路易拉菲红酒干红
3215,"番茄炖牛腩


"
3216,芝麻烤紫菜
3217,麻辣小龙虾
3218,水煮鱼
3219,意文柠檬汁 
3220,麻辣小龙虾
3221,自制猪肉脯
3222,鱼香肉丝拌面
3223,焖猪手
3224,爆炒猪肝
3225,芹菜炒腰花
3226,辣炒鱿鱼
3227,南瓜芝士包
3228,辣炒鱿鱼
3229,香酥两吃大虾
3230,白胡椒胡萝卜羊肉汤
3231,干锅田鸡
3232,白饭/大碗
3233,"香烤牛排


"
3234,谷稻小庄 
3235,凉拌菠菜
3236,"张裕葡萄酒张裕赤霞珠干红


"
3237,南瓜枸杞小饼干
3238,水煮鱼
3239,凉拌菠菜
3240,炝炒大白菜
3241,芝士烩波士顿龙虾
3242,"香烤牛排


"
3243,38度剑南春 
3244,倒立蒸梭子蟹
3245,五彩藕苗
3246,打卤面
3247,黑米恋上葡萄
3248,小米南瓜粥
3249,牛肉鸡蛋肠粉
3250,紫薯面包卷
3251,番茄炖秋葵
3252,红酒炖羊肉
3253,白斩鸡
3254,"五香酱驴肉


"
3255,凉拌蒜蓉西兰花
3256,蛋挞
3257,白饭/大碗
3258,农夫山泉NFC果汁100%橙汁
3259,露露无糖杏仁露
3260,芹菜炒腰花
3261,香酥两吃大虾
3262,凉拌菠菜
3263,白饭/大碗
3264,"泡椒凤爪


"
3265,玉竹南北杏鸭腿汤
3266,"五香酱驴肉


"
3267,三色凉拌手撕兔
3268,五彩豆
3269,纸杯蛋糕
3270,青炒扁豆
3271,"张裕葡萄酒张裕赤霞珠干红


"
3272,爆炒猪肝
3273,香酥两吃大虾
3274,小米南瓜粥
3275,清蒸蝶鱼
3276,香菇鸡肉粥
3277,冰糖红豆薏米粥
3278,谷稻小庄 
3279,水煮鱼
3280,露露无糖杏仁露
3281,美妙绝伦之白莲花
3282,"蒙古烤羊腿


"
3283,红酒炖羊肉
3284,炝炒大白菜
3285,核桃葡萄干土司
3286,紫薯面包卷
3287,哈尔滨啤酒罐装
3288,大理石奶油蛋糕
3289,白胡椒胡萝卜羊肉汤
3290,蓝带啤酒罐装
3291,百威啤酒罐装
3292,青岛啤酒罐装
3293,特醇嘉士伯啤酒罐装
3294,清爽拌凉面
3295,鱼香肉丝拌面
3296,酸辣汤面
3297,打卤面
3298,土豆西红柿汤面
3299,老式面包
3300,南瓜芝士包
3301,牛奶卷
3302,咖啡奶香面包
3303,白饭/大碗
3304,桂圆肉红豆八宝饭
3305,酸辣藕丁
3306,"照烧鸡腿


"
3307,葱油凉拌藕片
3308,芝士烩波士顿龙虾
3309,"蒙古烤羊腿


"
3310,姜葱炒花蟹
3311,白胡椒胡萝卜羊肉汤
3312,葱油凉拌藕片
3313,白饭/小碗
3314,"张裕葡萄酒张裕赤霞珠干红


"
3315,蛋挞
3316,麻辣小龙虾
3317,芝士烩波士顿龙虾
3318,"番茄炖牛腩


"
3319,凉拌菠菜
3320,谷稻小庄 
3321,核桃葡萄干土司
3322,倒立蒸梭子蟹
3323,番茄甘蓝
3324,油焖麻辣虾
3325,金玉良缘
3326,酸辣藕丁
3327,意文柠檬汁 
3328,"香烤牛排


"
3329,盘蟹蒸蛋
3330,白饭/小碗
3331,露露无糖杏仁露
3332, 北冰洋汽水 
3333,避风塘炒蟹
3334,打卤面
3335,美妙绝伦之白莲花
3336,"独家薄荷鲜虾牛肉卷


"
3337,蒜香辣花甲
3338,炝炒大白菜
3339,一品香酥藕
3340,白饭/小碗
3341,香酥两吃大虾
3342,自制猪肉脯
3343,意文柠檬汁 
3344,豌豆薯仔猪骨汤
3345,油焖麻辣虾
3346,炝炒大白菜
3347,"番茄炖牛腩


"
3348,"照烧鸡腿


"
3349,焖猪手
3350,辣炒鱿鱼
3351,木须豌豆
3352,意文柠檬汁 
3353,特醇嘉士伯啤酒罐装
3354,五色糯米饭(七色)
3355,麻辣小龙虾
3356,百里香奶油烤红酒牛肉
3357,清蒸海鱼
3358,西瓜胡萝卜沙拉
3359,纸杯蛋糕
3360,53度茅台
3361,"党参黄芪炖牛尾


"
3362,焖猪手
3363,干锅田鸡
3364,麻辣小龙虾
3365,五彩藕苗
3366,黑米恋上葡萄
3367,凉拌菠菜
3368,山药养生粥
3369,红酒炖羊肉
3370,葱姜炒蟹
3371,芝士烩波士顿龙虾
3372,清蒸海鱼
3373,53度茅台
3374,白饭/大碗
3375,麻辣小龙虾
3376,辣炒鱿鱼
3377,凉拌蒜蓉西兰花
3378,美妙绝伦之白莲花
3379,白饭/大碗
3380,意文柠檬汁 
3381,培根紫菜卷
3382,蒜香辣花甲
3383,爆炒鳝碌
3384,番茄甘蓝
3385,冬瓜炒苦瓜
3386,凉拌菠菜
3387,清炒菊花菜
3388,白饭/大碗
3389,50度古井贡酒
3390,麻辣小龙虾
3391,辣炒田螺
3392,辣炒花蛤
3393,麻辣小龙虾
3394,啤酒鸭
3395,自制猪肉脯
3396,皮蛋瘦肉粥
3397,谷稻小庄 
3398,农夫山泉NFC果汁100%橙汁
3399,清蒸蝶鱼
3400,辣炒鱿鱼
3401,水煮鱼
3402,谷稻小庄 
3403,凉拌蒜蓉西兰花
3404,炝炒大白菜
3405,意文柠檬汁 
3406,紫薯面包卷
3407,蒜香包
3408,紫薯面包卷
3409,核桃葡萄干土司
3410,清爽拌凉面
3411,"独家薄荷鲜虾牛肉卷


"
3412,鱼香肉丝拌面
3413,五色糯米饭(七色)
3414,金玉良缘
3415,冰糖红豆薏米粥
3416,"照烧鸡腿


"
3417,南瓜枸杞小饼干
3418,五彩藕苗
3419,麻辣小龙虾
3420,"红酒土豆烧鸭腿


"
3421,白饭/小碗
3422,小米南瓜粥
3423,番茄有机花菜
3424,培根花菜
3425,美妙绝伦之白莲花
3426,避风塘炒蟹
3427,拌土豆丝
3428,黄油曲奇饼干
3429,小米南瓜粥
3430,山药养生粥
3431,西瓜胡萝卜沙拉
3432,"香烤牛排


"
3433,蒜香包
3434,黄尾袋鼠西拉子红葡萄酒
3435,黄油曲奇饼干
3436,红酒炖羊肉
3437,麻辣小龙虾
3438,自制猪肉脯
3439,山药养生粥
3440,豌豆薯仔猪骨汤
3441,爆炒双丝
3442,清蒸蝶鱼
3443,金玉良缘
3444,谷稻小庄 
3445,纸杯蛋糕
3446,52度泸州老窖 
3447,黄油曲奇饼干
3448,"香烤牛排


"
3449,冰糖红豆薏米粥
3450,盘蟹蒸蛋
3451,蛋挞
3452,白饭/小碗
3453,冰镇花螺
3454,番茄有机花菜
3455,青岛啤酒罐装
3456,蒜香辣花甲
3457,爆炒鳝碌
3458,酸辣藕丁
3459,培根花菜
3460,培根紫菜卷
3461,法国波尔多AOC干红葡萄酒原
3462,"独家薄荷鲜虾牛肉卷


"
3463,金玉良缘
3464,五色糯米饭(七色)
3465,姜葱炒花蟹
3466,香辣腐乳炒虾
3467,焖猪手
3468,清蒸海鱼
3469,辣炒花蛤
3470,爆炒鸡翅
3471,香菇鹌鹑蛋
3472,"红酒土豆烧鸭腿


"
3473,炝炒大白菜
3474,番茄甘蓝
3475, 42度海之蓝
3476,金玉良缘
3477,葱油凉拌藕片
3478,五色糯米饭(七色)
3479,意文柠檬汁 
3480,五色糯米饭(七色)
3481,不加一滴油的酸奶蛋糕
3482,爆炒鳝碌
3483,清爽拌凉面
3484,白饭/大碗
3485,杭椒鸡珍
3486,西瓜胡萝卜沙拉
3487,"香辣爆羊肝


"
3488,肉丁茄子
3489,辣炒鱿鱼
3490,香辣腐乳炒虾
3491,盘蟹蒸蛋
3492,牛尾汤
3493,"番茄炖牛腩


"
3494,52度泸州老窖 
3495,蒜香包
3496,葡萄奶酥(超酥香的饼干)
3497,冰糖红豆薏米粥
3498,黑米恋上葡萄
3499,桂圆肉红豆八宝饭
3500,清炒菊花菜
3501,打卤面
3502,炝炒大白菜
3503,凉拌菠菜
3504,倒立蒸梭子蟹
3505,"泡椒凤爪


"
3506,红酒炖羊肉
3507,盘蟹蒸蛋
3508,芝士烩波士顿龙虾
3509,蒜香包
3510,黄花菜炒木耳
3511,糖醋蕃茄溜青花
3512,海带结豆腐汤
3513,黄尾袋鼠西拉子红葡萄酒
3514,芝麻烤紫菜
3515,青炒扁豆
3516,香酥两吃大虾
3517,麻辣小龙虾
3518,倒立蒸梭子蟹
3519,"五香酱驴肉


"
3520,百里香奶油烤红酒牛肉
3521,美妙绝伦之白莲花
3522,清蒸海鱼
3523,清炒菊花菜
3524,牛尾汤
3525,香菇鹌鹑蛋
3526,白斩鸡
3527,超人气广式肠粉
3528,麻辣小龙虾
3529,豌豆薯仔猪骨汤
3530,焖猪手
3531,芹菜炒腰花
3532,自制猪肉脯
3533,爆炒猪肝
3534,剁椒鱼头
3535,辣炒鱿鱼
3536,凉拌菠菜
3537,"蒙古烤羊腿


"
3538,姜葱炒花蟹
3539,"香烤牛排


"
3540,白饭/大碗
3541,蒜香辣花甲
3542,美妙绝伦之白莲花
3543,红酒炖羊肉
3544,清蒸海鱼
3545,香辣腐乳炒虾
3546,倒立蒸梭子蟹
3547,剁椒鱼头
3548,大蒜苋菜
3549,蒜香包
3550,美妙绝伦之白莲花
3551,花蛤蒸蛋
3552,凉拌菠菜
3553,孜然羊排
3554,凉拌蒜蓉西兰花
3555,紫薯面包卷
3556,玉竹南北杏鸭腿汤
3557,三色凉拌手撕兔
3558,爆炒猪肝
3559,焖猪手
3560,水煮鱼
3561,自制猪肉脯
3562,啤酒鸭
3563,黄花菜炒木耳
3564,爆炒猪肝
3565,培根花菜
3566,"蒙古烤羊腿


"
3567,芝士烩波士顿龙虾
3568,香辣腐乳炒虾
3569,"香辣爆羊肝


"
3570, 北冰洋汽水 
3571,快炒黄鳝
3572,倒立蒸梭子蟹
3573,清蒸海鱼
3574,五色糯米饭(七色)
3575,白斩鸡
3576,桂圆肉红豆八宝饭
3577,"香烤牛排


"
3578,麻辣小龙虾
3579,小米南瓜粥
3580,清蒸蝶鱼
3581,意文柠檬汁 
3582,红酒炖羊肉
3583,海带结豆腐汤
3584,大理石奶油蛋糕
3585,香酥两吃大虾
3586,南瓜枸杞小饼干
3587,核桃葡萄干土司
3588,紫薯面包卷
3589,三色凉拌手撕兔
3590,"番茄炖牛腩


"
3591,蓝带啤酒罐装
3592,哈尔滨啤酒罐装
3593,百威啤酒罐装
3594,鱼香肉丝拌面
3595,老式面包
3596,葱油凉拌藕片
3597,酸辣藕丁
3598,露露无糖杏仁露
3599,"照烧鸡腿


"
3600,山药养生粥
3601,培根紫菜卷
3602,黑米恋上葡萄
3603,爆炒鸡翅
3604,西瓜胡萝卜沙拉
3605,凉拌蒜蓉西兰花
3606,爆炒双丝
3607,"小炒羊腰


"
3608,香菇鹌鹑蛋
3609,不加一滴油的酸奶蛋糕
3610,凉拌菠菜
